EmployeeID,Age,Gender,Department,JobRole,Education,ExperienceYears,MonthlySalary,PerformanceScore,AttendanceRate,Overtime,JobSatisfaction,YearsAtCompany,Attrition
E1933,51,Female,Operations,Software Engineer,High School,1,74646,5,76.8,No,2,2,No
E1934,56,Male,Marketing,Sales Executive,High School,10,64884,2,79.08,No,2,3,Yes
E1935,44,Female,Sales,Software Engineer,Bachelor's,12,120345,4,66.79,No,3,14,Yes
E1936,35,Female,Finance,Software Engineer,Bachelor's,4,125088,2,82.38,No,5,4,Yes
E1937,49,Male,Marketing,Software Engineer,PhD,5,143198,4,69.32,Yes,1,12,No
E1938,28,Female,Sales,HR Executive,High School,13,94322,4,79.03,Yes,2,2,No
E1939,25,Male,Operations,Marketing Specialist,PhD,11,46650,5,77.27,No,1,11,No
E1940,49,Female,IT,HR Executive,Master's,3,119242,2,92.05,Yes,4,13,No
E1941,24,Male,IT,HR Executive,High School,5,34190,2,93.11,No,4,6,No
E1942,32,Male,HR,Operations Manager,High School,9,63196,1,70.37,No,5,4,Yes
E1943,22,Male,Sales,Operations Manager,Master's,17,64449,2,77.83,No,2,4,No
E1944,47,Male,IT,Software Engineer,Master's,14,64661,1,78.07,No,3,5,No
E1945,51,Female,Finance,HR Executive,PhD,7,54709,3,70.3,No,2,6,No
E1946,56,Male,Sales,Software Engineer,PhD,8,135965,3,92.95,No,1,9,No
E1947,56,Female,Finance,Operations Manager,Master's,4,105428,3,89.75,Yes,4,9,Yes
E1948,46,Male,Finance,Marketing Specialist,PhD,9,100179,2,71.66,Yes,1,15,No
E1949,47,Male,IT,Sales Executive,Master's,19,34943,2,77.84,No,5,7,No
E1950,25,Male,Sales,Software Engineer,High School,5,68240,1,68.7,No,4,8,Yes
E1951,40,Female,Operations,Marketing Specialist,High School,15,70760,4,86.99,No,3,10,No
E1952,31,Male,Marketing,Sales Executive,Bachelor's,2,46042,1,69.25,No,4,3,No
E1953,30,Female,IT,Financial Analyst,High School,9,146770,3,99.51,Yes,2,4,No
E1954,58,Female,IT,Software Engineer,Master's,10,68894,1,92.32,No,2,14,No
E1955,26,Female,Operations,Software Engineer,PhD,10,31869,4,78.66,No,4,4,Yes
E1956,28,Female,Sales,Financial Analyst,Bachelor's,16,86078,2,85.25,Yes,5,7,Yes
E1957,43,Female,Sales,Financial Analyst,PhD,3,81759,1,96.9,No,2,8,Yes
E1958,46,Female,Finance,Software Engineer,Master's,3,130973,3,84.39,Yes,2,6,No
E1959,32,Female,Operations,Financial Analyst,High School,16,69306,3,71.11,No,3,14,Yes
E1960,46,Female,Operations,HR Executive,Bachelor's,8,133369,2,78.25,No,4,4,No
E1961,33,Female,Sales,Sales Executive,Master's,18,80371,1,94.51,No,2,2,Yes
E1962,38,Male,Finance,Sales Executive,Bachelor's,4,45918,4,87.55,No,5,0,No
E1963,45,Male,IT,Sales Executive,Bachelor's,5,53379,2,87.78,No,1,10,No
E1964,53,Male,HR,HR Executive,High School,2,145667,1,95.34,No,4,8,No
E1965,32,Male,Marketing,Financial Analyst,Master's,0,133475,5,96.29,No,3,4,No
E1966,56,Male,IT,Marketing Specialist,PhD,19,115810,3,97.19,No,2,8,No
E1967,24,Female,Sales,Financial Analyst,Bachelor's,15,108232,4,68.32,No,5,9,No
E1968,25,Female,Marketing,Software Engineer,Bachelor's,10,27962,4,84.04,Yes,4,14,No
E1969,57,Female,HR,Operations Manager,PhD,12,38851,4,90.92,No,5,11,No
E1970,28,Female,HR,Sales Executive,Master's,9,142626,3,91.49,Yes,5,12,No
E1971,48,Female,Finance,Financial Analyst,Bachelor's,2,70747,1,86.24,Yes,3,13,No
E1972,51,Female,Marketing,Marketing Specialist,Bachelor's,8,77349,2,70.84,No,4,3,No
E1973,29,Female,Finance,Software Engineer,Bachelor's,11,95832,1,92.91,No,2,4,No
E1974,49,Male,IT,HR Executive,Master's,13,81356,2,90.2,Yes,3,3,No
E1975,34,Male,Operations,HR Executive,Master's,0,39745,4,68.01,No,2,1,No
E1976,42,Male,Operations,Marketing Specialist,PhD,17,30730,1,81.23,No,1,11,No
E1977,31,Male,Operations,Software Engineer,Master's,16,38921,4,71.09,No,5,0,Yes
E1978,43,Female,Marketing,Sales Executive,Master's,8,123430,5,76.81,Yes,1,7,No
E1979,21,Female,Operations,Financial Analyst,High School,8,96138,4,65.63,No,5,3,No
E1980,57,Female,IT,Software Engineer,PhD,9,108111,4,79.01,No,3,4,No
E1981,41,Male,Finance,HR Executive,Bachelor's,18,44023,2,84.25,No,2,5,Yes
E1982,46,Female,Marketing,Marketing Specialist,Master's,14,70349,5,86.69,Yes,2,13,No
E1983,56,Female,Finance,Marketing Specialist,Bachelor's,4,106533,4,88.22,Yes,3,7,No
E1984,43,Female,Marketing,Financial Analyst,Bachelor's,14,108286,4,94.27,No,4,10,Yes
E1985,21,Male,Finance,Marketing Specialist,High School,19,66979,5,72.54,No,1,7,No
E1986,35,Female,HR,Marketing Specialist,Master's,1,47837,5,69.22,Yes,1,6,No
E1987,41,Male,Finance,Software Engineer,PhD,12,39997,1,94.8,Yes,2,3,No
E1988,29,Male,Operations,Sales Executive,Master's,15,129975,2,70.48,No,2,5,Yes
E1989,29,Male,HR,Financial Analyst,Bachelor's,14,113603,5,99.12,Yes,2,15,Yes
E1990,30,Male,Finance,Software Engineer,PhD,9,70039,5,94.49,No,3,3,No
E1991,46,Female,Marketing,Sales Executive,Master's,13,45923,3,82.53,Yes,4,14,No
E1992,55,Male,Marketing,Software Engineer,Bachelor's,9,33876,5,99.35,Yes,1,13,No
E1993,45,Male,Marketing,Operations Manager,Bachelor's,13,85973,2,68.41,No,5,6,Yes
E1994,46,Female,Sales,Software Engineer,High School,8,27887,4,75.61,No,3,11,Yes
E1995,31,Female,IT,Marketing Specialist,High School,13,88723,4,87.34,No,1,12,No
E1996,58,Male,Marketing,Sales Executive,High School,2,67422,4,77.25,No,4,11,No
E1997,22,Female,HR,Financial Analyst,Bachelor's,19,127390,4,97.49,No,3,15,No
E1998,27,Male,Marketing,Financial Analyst,Master's,15,76413,3,67.3,No,1,14,No
E1999,38,Male,Sales,Sales Executive,High School,1,127484,5,84.23,Yes,3,12,Yes
E2000,47,Male,Operations,Marketing Specialist,Master's,9,27841,4,85.68,No,1,12,No
